district_name,p20_acr
01,-0.2199999985888896
02,-0.13778403384756657
03,-0.19619337531378872
04,-0.296537752138842
05,-0.4484478835558961
06,-0.5787857167319703
07,-0.26268159389336493
08,-0.17295338563473414
09,-0.4262784087354754
10,-0.16744264881767776
11,-0.37074794826573904
12,-0.22260973932029918
