district_name,p80_acr
01,-0.19796141053294444
02,-0.12857117567874485
03,-0.1251959859841706
04,-0.08899693583089922
05,-0.20034352854491286
06,-0.33683160273495183
07,-0.09887618312541091
08,-0.11390896273390334
09,-0.32827136740885143
10,-0.14567578689520957
11,-0.0955018481913077
12,-0.10719874552682775
